MAZ,geometry,Population,area_acres,TAZ
3743,POINT (583960.2379971634 4136847.67054531),1550.0000,77.2779,393
3744,POINT (583608.7924125714 4137761.02105038),1833.0000,39.6770,392
3745,POINT (583479.2409834394 4137197.012622375),3059.0000,68.5036,392
3746,POINT (582640.0337041605 4140218.8164246147),1230.0000,87.0139,400
3747,POINT (582564.5144842764 4139741.6512754676),860.0000,54.6941,400
3748,POINT (583206.8015489638 4140132.642581101),972.0000,47.8899,400
3749,POINT (583810.0082293949 4139538.0984191145),1219.0000,380.2839,399
3750,POINT (582736.791408464 4138837.1401393875),2722.0000,215.7654,398
3751,POINT (583590.6361741492 4138626.690366236),1624.0000,301.9858,397
3752,POINT (581899.1996068296 4139139.849298414),1142.0000,93.5692,377
3753,POINT (581685.313288831 4139773.497969728),1270.0000,80.5907,377
3754,POINT (582130.5574734831 4139390.313505089),875.0000,54.3324,377
3755,POINT (581995.7571804799 4140288.0899971277),1316.0000,161.4191,377
3756,POINT (580987.2872506651 4139710.3971261587),1815.0000,108.4975,376
3757,POINT (581199.916905549 4140182.415432683),897.0000,79.1755,376
3758,POINT (581202.8122854431 4140809.6656281403),921.0000,143.7356,376
3759,POINT (580757.2782707914 4140278.280558669),847.0000,54.8409,376
3760,POINT (579591.0827166486 4140651.1606835215),2978.0000,260.1284,373
3761,POINT (580422.0450254226 4140683.2905376144),919.0000,31.6196,375
3762,POINT (580493.6168172362 4140172.5791491247),971.0000,39.6855,375
3763,POINT (580306.2563594383 4140356.4087141347),906.0000,32.9461,375
3764,POINT (580118.2619803912 4140071.6024258505),910.0000,37.3919,375
3765,POINT (579985.5134922145 4141738.9487598212),1192.0000,285.6248,374
3766,POINT (580288.0667028859 4141060.1095460416),1679.0000,99.6752,374
3767,POINT (578496.0164285484 4140629.9756265557),1539.0000,57.2428,365
3768,POINT (578198.9088900019 4140396.7743752575),685.0000,60.5609,365
3769,POINT (578438.2534709426 4140082.8051382285),988.0000,46.3532,365
3770,POINT (580029.9166928376 4139611.3868184267),2461.0000,70.1451,380
3771,POINT (579835.3072301965 4139196.9616633058),2660.0000,59.8521,380
3772,POINT (579090.2903348793 4140210.8315273095),1594.0000,51.7055,372
3773,POINT (579588.8771178082 4139850.5438005133),1233.0000,49.2553,372
3774,POINT (579383.6121398163 4139455.5606744867),1967.0000,48.4416,372
3775,POINT (578907.3028762013 4139811.4305000575),1282.0000,109.7134,372
3776,POINT (580680.8182134177 4139347.946938907),2065.0000,75.7118,379
3777,POINT (580273.8467459708 4138930.135314268),2032.0000,71.2941,379
3778,POINT (580726.383584233 4138827.3154216795),1468.0000,95.5352,379
3779,POINT (581488.9873544772 4138751.4404925387),1714.0000,196.3044,378
3780,POINT (581111.4167297243 4138229.808761612),911.0000,62.6659,378
3781,POINT (581719.5689797963 4138191.648184515),979.0000,75.3765,390
3782,POINT (582270.1262491514 4138322.8439433035),1045.0000,64.7060,390
3783,POINT (582132.516165349 4137758.51839692),1104.0000,118.5352,390
3784,POINT (580173.8807869378 4138534.032378924),1586.0000,97.0242,381
3785,POINT (579599.8494662758 4138545.0318346275),861.0000,68.3692,381
3786,POINT (580428.1265390099 4137086.0072509144),1495.0000,142.1938,381
3787,POINT (580539.2451760436 4137879.705735383),1332.0000,118.7925,384
3788,POINT (579888.7536272858 4137339.931960251),1734.0000,213.7796,384
3789,POINT (579418.7864449681 4136516.675365834),1006.0000,155.2672,384
3790,POINT (579312.8951095699 4135891.6360125677),1588.0000,286.8925,384
3791,POINT (581242.9819546686 4137606.6618584585),1427.0000,104.7835,382
3792,POINT (581246.6940695975 4137017.1422632174),1292.0000,124.5502,382
3793,POINT (581095.8902775261 4136207.8088038117),1046.0000,248.8841,383
3794,POINT (580347.1428916814 4136404.6363967033),888.0000,88.5373,383
3795,POINT (582190.0938835628 4136791.7707022675),2416.0000,269.4396,389
3796,POINT (582075.0595872498 4136174.8763230867),1144.0000,133.9674,389
3797,POINT (582253.5014050885 4135602.6816909886),1278.0000,147.0893,389
3798,POINT (582770.1052162998 4134841.027763383),789.0000,148.9905,388
3799,POINT (582075.5992257624 4134845.9544561906),1639.0000,202.6974,388
3800,POINT (581260.494634371 4134752.311406438),1100.0000,165.4148,388
3801,POINT (580531.3920898114 4134995.3283428443),930.0000,127.5168,388
3802,POINT (580432.5879394485 4135645.294273518),929.0000,113.7465,388
3803,POINT (581260.0476925473 4135454.642455806),729.0000,118.5745,388
3804,POINT (582682.8042692795 4133595.9112727367),1354.0000,161.6713,387
3805,POINT (582192.0074894394 4133451.5900248615),1064.0000,141.4858,387
3806,POINT (581742.2345352933 4134101.3345241775),1135.0000,159.5457,387
3807,POINT (581060.8895245298 4133398.640258363),1482.0000,227.6239,386
3808,POINT (582167.4990176343 4132628.515646812),616.0000,114.6625,386
3809,POINT (581654.0136292015 4132933.0693333135),850.0000,160.8203,386
3810,POINT (579032.5499824057 4137577.7390002855),1497.0000,241.1956,370
3811,POINT (578528.3151142009 4137005.9277687264),1577.0000,179.3768,370
3812,POINT (578200.3997030086 4136511.856156452),946.0000,154.7522,370
3813,POINT (578860.1000742941 4139143.6498066275),1437.0000,172.6455,371
3814,POINT (578872.4189776969 4138601.16162385),681.0000,84.1609,371
3815,POINT (579185.8247506365 4138171.8223917587),1013.0000,164.1475,371
3816,POINT (578080.7028891634 4139606.2115752874),1063.0000,108.2697,369
3817,POINT (577569.6051019136 4139113.955726265),1639.0000,221.7366,369
3818,POINT (578038.4658261756 4138308.1377582285),1986.0000,312.1832,369
3819,POINT (576418.2443439055 4141235.9687550776),675.0000,58.2689,367
3820,POINT (576813.6242536266 4141008.81077274),2204.0000,150.9768,367
3821,POINT (577000.749365165 4140270.38298198),2193.0000,204.5061,367
3822,POINT (577470.5099941435 4140150.0558115793),1067.0000,99.2924,367
3823,POINT (576416.071117929 4142120.2964679454),734.0000,122.4151,366
3824,POINT (577120.1570674042 4141657.6386869387),1924.0000,87.0901,366
3825,POINT (577773.7905079157 4140977.4566122834),2117.0000,146.7541,366
3826,POINT (578333.9003980246 4143114.248817494),1541.0000,155.3920,362
3827,POINT (578722.1824828975 4142649.2800440774),2058.0000,208.9941,362
3828,POINT (579189.8123901448 4142145.6310833325),1691.0000,177.6657,362
3829,POINT (578447.8303020371 4141322.794882706),874.0000,81.0506,364
3830,POINT (578871.9244235556 4141162.184325321),966.0000,149.7412,364
3831,POINT (578117.2478869208 4142024.721244929),1262.0000,164.8455,363
3832,POINT (577781.600686387 4141637.2813695855),1296.0000,85.2491,363
3833,POINT (576570.5808368762 4142974.915676027),1611.0000,135.1764,360
3834,POINT (577037.4487918001 4142693.6320443926),2130.0000,146.6403,360
3835,POINT (577424.095349338 4142334.8431817135),1613.0000,126.2348,360
3836,POINT (577569.8284703173 4144339.963142513),1563.0000,86.2722,361
3837,POINT (577156.3411352404 4143664.2079573614),1318.0000,100.2682,361
3838,POINT (577849.7319897625 4144085.444146124),753.0000,87.7851,361
3839,POINT (578197.3213234902 4143703.7713875296),1163.0000,105.3740,361
3840,POINT (577636.0418078197 4143264.142185417),1605.0000,110.9717,361
3841,POINT (576756.9483549057 4145245.3123301896),1508.0000,154.4833,358
3842,POINT (576600.6360285701 4144786.9360268214),1398.0000,123.5578,358
3843,POINT (577052.1363045139 4144300.5891274074),1289.0000,142.4697,358
3844,POINT (576460.1575941661 4144277.06878409),1250.0000,121.3342,358
3845,POINT (575241.4289792674 4145654.245306883),1453.0000,182.1230,357
3846,POINT (575519.5548353296 4145341.2605721946),1507.0000,139.4753,357
3847,POINT (575344.1861593372 4145060.1624253034),867.0000,74.8265,357
3848,POINT (575748.7618602068 4144682.358215354),1022.0000,111.6084,357
3849,POINT (574634.5060915456 4144481.3524504085),2353.0000,113.2015,356
3850,POINT (575113.6271071116 4144276.747704422),1318.0000,130.1860,356
3851,POINT (574135.3581491496 4144870.7623568294),1370.0000,75.2460,356
3852,POINT (574374.6417994755 4144713.8862769576),769.0000,72.0612,356
3853,POINT (573880.7003929282 4145082.42478769),1923.0000,97.3158,356
3854,POINT (575204.7047268889 4143849.0742898174),707.0000,86.4776,359
3855,POINT (575645.9957969624 4143718.5542650935),1042.0000,108.6325,359
3856,POINT (575912.3339155847 4143502.9953128262),736.0000,68.1211,359
3857,POINT (576200.5225302719 4143294.3634622856),1154.0000,116.2339,359
3858,POINT (575008.0262247877 4143275.382615256),953.0000,145.2552,351
3859,POINT (575717.3679514034 4142603.3401213395),1805.0000,105.0566,351
3860,POINT (575073.1983816494 4141963.4500143644),1848.0000,131.7294,351
3861,POINT (574833.3320253589 4141025.3910366977),884.0000,187.3650,350
3862,POINT (573919.9444385121 4141469.723872195),2023.0000,328.6875,350
3863,POINT (572723.1236451026 4142982.827219349),40.0000,483.6861,355
3864,POINT (572902.8911477231 4142084.582262774),2647.0000,151.4922,355
3865,POINT (573034.0666374438 4143843.289201667),3183.0000,379.5965,355
3866,POINT (576743.2360724309 4138569.1855804576),1215.0000,612.7795,368
3867,POINT (577516.5328328455 4136177.4373637163),1847.0000,1093.8167,368
3868,POINT (575711.8798643246 4137652.5528467298),955.0000,567.8540,368
3869,POINT (579785.7336564857 4134594.2322240593),1892.0000,538.7520,385
3870,POINT (580600.4145462093 4133810.649802855),792.0000,107.3269,385
3871,POINT (575301.7306064491 4135880.641482756),2052.0000,1914.5228,347
3872,POINT (573852.8094819923 4136974.871967468),656.0000,494.5999,347
3873,POINT (577947.4446278178 4133851.220183912),1812.0000,1389.8042,347
3874,POINT (574157.266156195 4140192.4682804425),995.0000,3054.2105,347
3875,POINT (577930.6489361885 4128342.7995859426),3009.0000,27986.1042,347
3876,POINT (587894.4384907869 4115792.7335033217),1819.0000,5456.4922,512
3877,POINT (590622.650405248 4112813.685988818),1122.0000,1062.2067,512
3878,POINT (597313.9913925809 4112669.5970170624),1068.0000,28259.1815,512
3879,POINT (601296.9277646965 4119304.442626118),3129.0000,311.6663,692
3880,POINT (600783.053850869 4120547.1189935366),1536.0000,113.4798,693
3881,POINT (601963.9754905554 4119622.320557169),2452.0000,315.6793,693
3882,POINT (598764.3653674795 4118812.639072808),2842.0000,1752.4750,695
3883,POINT (602531.8200301436 4115780.6182253812),2264.0000,3722.8212,695
3884,POINT (601872.2434484932 4117981.2412697133),2891.0000,418.8137,695
3885,POINT (599795.2513124805 4119558.9883978227),1092.0000,170.0180,691
3886,POINT (600283.6143451908 4119648.8065841626),765.0000,96.7121,691
3887,POINT (600630.1655236785 4118651.009782784),1185.0000,293.6229,691
3888,POINT (600671.0982973556 4121687.0508494745),2078.0000,453.2417,696
3889,POINT (606457.4334059698 4116337.6961223264),932.0000,6585.1782,696
3890,POINT (604168.82193596 4120112.1189679927),1796.0000,2388.8574,696
3891,POINT (603073.6222161104 4118693.3518860084),2326.0000,287.0848,694
3892,POINT (603732.1559051276 4117656.5937812757),1852.0000,196.4156,694
3893,POINT (603892.7427767818 4118569.446408632),1262.0000,121.6527,694
3894,POINT (598671.8882505032 4120309.969416153),1281.0000,144.8271,689
3895,POINT (598517.4920543833 4121171.1252734945),1481.0000,169.2583,689
3896,POINT (597919.8212158489 4120515.175276125),1533.0000,161.0303,689
3897,POINT (599334.038866741 4120485.6349184127),1406.0000,132.6263,690
3898,POINT (599455.7688216949 4121533.0836952734),2605.0000,376.4119,690
3899,POINT (600153.9399665701 4120415.9439978413),1673.0000,176.7185,690
3900,POINT (598768.6846667716 4122530.5833442183),1134.0000,91.0418,688
3901,POINT (599339.0796634125 4122635.9349403344),2672.0000,187.0698,688
3902,POINT (597770.2290885675 4122071.8726193625),2030.0000,167.0995,688
3903,POINT (597922.4010733607 4121489.2114993935),2639.0000,286.9952,688
3904,POINT (609333.0571308294 4124047.359132263),3641.0000,-4653.8367,656
3905,POINT (609545.229964502 4122723.9174582465),1010.0000,43.9727,656
3906,POINT (606447.4362044057 4125185.517435511),2123.0000,210.7963,656
3907,POINT (599766.4356617278 4125475.3704556758),1269.0000,140.1494,680
3908,POINT (600575.8891887363 4125672.777926898),735.0000,85.6921,680
3909,POINT (600783.2647624924 4125197.1870967904),798.0000,70.7348,680
3910,POINT (600132.6314248738 4125228.21451649),1682.0000,115.0160,680
3911,POINT (601392.9276695495 4125497.563493213),2227.0000,186.3185,680
3912,POINT (604256.8824003949 4125846.307346701),2643.0000,268.9286,670
3913,POINT (605109.4443104439 4126079.7613529516),2190.0000,134.2598,670
3914,POINT (605726.2580432256 4125577.572514904),2971.0000,165.0001,670
3915,POINT (601955.0158900389 4125373.860091463),821.0000,71.0231,672
3916,POINT (602439.9206687496 4125856.7126497775),2127.0000,85.5397,672
3917,POINT (602492.901813023 4125381.357333305),1789.0000,109.8070,672
3918,POINT (603419.5918636415 4125679.315705209),912.0000,63.4881,671
3919,POINT (603112.3295001334 4125309.5809573014),2051.0000,108.0346,671
3920,POINT (603110.0127415449 4126145.0810927646),3895.0000,85.1961,671
3921,POINT (603908.2905908665 4125304.8908611536),1526.0000,100.0337,668
3922,POINT (604206.1017066991 4124794.3599752514),1635.0000,136.3528,668
3923,POINT (604142.4041722945 4124385.719878859),1291.0000,74.5051,668
3924,POINT (604991.072953201 4124508.6515606493),1635.0000,86.7067,668
3925,POINT (605362.6599691882 4124122.138184328),1233.0000,83.3260,666
3926,POINT (605697.7032883265 4123713.9608960436),1851.0000,113.4697,666
3927,POINT (605068.3478122933 4123700.8039131667),2290.0000,56.8709,666
3928,POINT (603995.216474088 4124003.744363448),1846.0000,70.8192,667
3929,POINT (604562.7211550404 4123830.8355423687),1885.0000,102.6833,667
3930,POINT (604041.0290758581 4123563.7860932024),1687.0000,60.8896,667
3931,POINT (600836.1892385251 4124446.393989691),3582.0000,199.2624,679
3932,POINT (600090.8081252455 4124297.449244032),1088.0000,194.4192,679
3933,POINT (601840.4927288755 4124335.360987125),2234.0000,230.6809,678
3934,POINT (601456.7910171418 4124708.620666692),969.0000,78.7062,678
3935,POINT (602907.0471933918 4124354.7761934134),1976.0000,381.4844,673
3936,POINT (603363.7667048814 4123762.3712567044),1895.0000,163.4559,673
3937,POINT (600453.0833894874 4123559.945249948),1829.0000,217.4300,677
3938,POINT (601985.9522212946 4123527.7412223914),2256.0000,212.9661,677
3939,POINT (604270.6249800306 4122953.8722563772),1796.0000,131.5941,665
3940,POINT (604901.944963049 4123216.650351221),2137.0000,142.8802,665
3941,POINT (605867.5582538882 4123172.954006747),830.0000,58.0070,665
3942,POINT (605436.877889743 4122765.9687545984),2129.0000,137.7447,665
3943,POINT (604161.1623334697 4121276.4622092424),1788.0000,216.7626,663
3944,POINT (604692.1854422295 4121499.140719751),1286.0000,77.5623,663
3945,POINT (605856.0584210844 4121612.43679606),832.0000,53.9297,662
3946,POINT (605206.6029141175 4121418.4071226637),1276.0000,127.3765,662
3947,POINT (605610.6540763365 4121102.4592481027),1205.0000,83.5956,662
3948,POINT (605761.1750766883 4120807.6122922963),1093.0000,87.0224,662
3949,POINT (607820.3155863521 4120568.2851817864),1425.0000,93.5994,660
3950,POINT (608134.7313719335 4120534.481609118),981.0000,73.0580,660
3951,POINT (608029.6252919197 4121641.6956924745),983.0000,552.0195,660
3952,POINT (606789.4064999024 4120781.375998328),1205.0000,115.8981,661
3953,POINT (606811.3614151487 4122461.387881885),2108.0000,683.2330,661
3954,POINT (606681.3029641878 4121444.4925282197),1254.0000,86.5200,661
3955,POINT (606297.791418947 4121270.660299284),1558.0000,90.5438,661
3956,POINT (609109.5586303375 4121094.5259634405),2456.0000,225.9338,659
3957,POINT (608604.2661805104 4120506.107809139),645.0000,31.7082,659
3958,POINT (609359.6985464655 4120021.41468198),2016.0000,194.9009,658
3959,POINT (610131.046084468 4120590.741805834),2156.0000,375.1774,658
3960,POINT (605496.8462677962 4122177.667379157),4585.0000,205.0285,664
3961,POINT (604293.236974089 4122101.6911287303),1952.0000,152.7970,664
3962,POINT (604185.1901857574 4122553.4003766216),1262.0000,96.1904,664
3963,POINT (609808.6691174668 4121641.7748120055),2847.0000,340.7931,657
3964,POINT (606795.6301393929 4123718.8388384385),1549.0000,108.6500,657
3965,POINT (607556.4824589718 4123236.902759415),1397.0000,98.6540,657
3966,POINT (608342.780660722 4122681.6007522615),1838.0000,136.4861,657
3967,POINT (604974.3420318211 4125113.783712224),1394.0000,112.5406,669
3968,POINT (605419.2852306324 4124914.59661185),1447.0000,51.2853,669
3969,POINT (606082.1434232458 4124340.0601667836),3871.0000,115.0456,669
3970,POINT (605842.612355223 4124857.219350324),2258.0000,105.0194,669
3971,POINT (603295.5673300847 4122820.0917334673),1971.0000,160.3651,674
3972,POINT (603299.9053136295 4122100.7519233343),1109.0000,125.5090,674
3973,POINT (603358.0444582927 4121597.721932517),931.0000,72.5137,674
3974,POINT (603317.9943745591 4121102.5400147145),1591.0000,147.5449,674
3975,POINT (602551.9913267499 4122836.0422472777),2136.0000,155.9767,675
3976,POINT (602464.1418504987 4122130.712335527),1781.0000,132.9837,675
3977,POINT (602425.3041775563 4121588.5183986565),1544.0000,119.4377,675
3978,POINT (600117.8388482971 4122855.9877549587),848.0000,141.6629,676
3979,POINT (600930.8822426107 4122968.3015005477),2180.0000,138.6957,676
3980,POINT (601039.150898482 4122548.9854530655),960.0000,98.9407,676
3981,POINT (601894.6994662159 4122972.123913703),2306.0000,100.1638,676
3982,POINT (601689.8841691138 4122380.8233358413),1468.0000,104.3381,676
3983,POINT (601375.1226445637 4122031.4529324425),760.0000,65.3437,676
3984,POINT (613113.075843728 4115183.737736411),1666.0000,14146.4794,697
3985,POINT (610586.926727178 4108615.859335824),1474.0000,24038.5975,704
3986,POINT (617513.6312172671 4096872.7118397118),2540.0000,41328.8545,704
3987,POINT (616713.7074689734 4110947.0237697833),2658.0000,2129.1486,703
3988,POINT (618393.1537217852 4107617.4009416546),1278.0000,2021.4528,703
3989,POINT (620150.4357993463 4107685.627301836),1475.0000,266.9950,701
3990,POINT (620538.5039731491 4107146.9079151233),2534.0000,244.6891,701
3991,POINT (621637.5826174102 4106425.3167381333),2335.0000,838.7654,701
3992,POINT (620299.9701919325 4113310.5563450153),2186.0000,983.6175,698
3993,POINT (621609.3396861233 4111691.2289967863),2660.0000,917.2352,698
3994,POINT (623252.6791339352 4112778.52683315),2160.0000,1755.8787,698
3995,POINT (623047.0507685879 4109739.992996719),2905.0000,1517.8752,699
3996,POINT (624752.5349512247 4111214.410883281),2091.0000,713.0344,699
3997,POINT (620990.9472309041 4109634.3515489944),2456.0000,329.2760,700
3998,POINT (621586.9319660789 4108298.9533758718),1335.0000,672.2067,700
3999,POINT (618998.4796087844 4112305.0405436982),3314.0000,1372.5767,700
4000,POINT (620541.5849608418 4110506.919874421),2899.0000,353.9524,700
4001,POINT (619517.0940320137 4109216.767948916),2033.0000,152.3068,702
4002,POINT (619686.3379395106 4108386.338402662),1854.0000,496.7871,702
4003,POINT (618357.6194201546 4109673.365823853),1716.0000,468.6508,702
4004,POINT (618787.6806394248 4110006.3196850526),892.0000,84.1340,702
4005,POINT (619008.8004365494 4110677.9514837204),2209.0000,204.3338,702
4006,POINT (619499.6895519944 4109782.5109968777),1115.0000,161.9931,702
4007,POINT (626379.3134797843 4102297.4005656266),2893.0000,4820.7352,712
4008,POINT (621593.1879315632 4102945.5067131366),1889.0000,5394.0635,712
4009,POINT (623668.7733071097 4105431.9033742757),1082.0000,1527.3150,712
4010,POINT (625264.4608025821 4106348.828513797),3141.0000,2717.9222,713
4011,POINT (628098.462768791 4106733.110406879),944.0000,8093.9489,713
4012,POINT (622079.4541641417 4099436.042049781),4619.0000,2612.5830,711
4013,POINT (623479.4157301178 4097775.5720085492),3107.0000,751.2114,711
4014,POINT (625219.3380368628 4098808.715068425),4686.0000,501.6705,710
4015,POINT (625119.3743332324 4097584.85806998),2609.0000,153.2255,710
4016,POINT (626121.5821284405 4099089.440657633),2132.0000,166.4104,709
4017,POINT (626368.980046029 4097579.258985408),1758.0000,150.9284,709
4018,POINT (626007.1467021765 4098361.6810549684),2796.0000,193.4707,709
4019,POINT (626516.0641751182 4096757.4574386072),1719.0000,175.5693,708
4020,POINT (626730.3141138981 4095745.5862232414),2730.0000,133.1144,708
4021,POINT (625952.2281034105 4096556.7118825316),1857.0000,166.5301,708
4022,POINT (626732.069031027 4096118.5322386343),1649.0000,108.8008,708
4023,POINT (627133.7646737 4095296.426396818),2753.0000,269.7882,705
4024,POINT (627137.4166361566 4094247.427138174),1358.0000,937.5481,705
4025,POINT (625902.9620352192 4092941.4225364397),2061.0000,5041.1497,705
4026,POINT (625241.5376148379 4095800.408475624),1578.0000,509.1972,705
4027,POINT (625139.1448876985 4097003.5516154454),2555.0000,169.9759,705
4028,POINT (630034.5629847989 4094531.618084248),1564.0000,11395.8487,706
4029,POINT (633738.9945055984 4099269.8692861674),1433.0000,12606.5538,706
4030,POINT (627597.9962556099 4096861.815726369),1172.0000,56.3125,707
4031,POINT (627147.9277347083 4096609.6733581256),625.0000,47.0657,707
4032,POINT (628012.9099178397 4095849.5001221206),2157.0000,412.5469,707
4033,POINT (626993.4197633797 4098388.632052658),1736.0000,352.9791,707
4034,POINT (627601.1575120345 4097444.5379676777),2222.0000,148.7954,707
4035,POINT (626949.3203461998 4097131.455609225),547.0000,46.2418,707
4036,POINT (574022.4045280681 4142846.728492915),4845.0000,560.1226,354
4037,POINT (574637.4799626675 4142537.3815464387),1738.0000,49.5923,353
4038,POINT (574902.5611680931 4142417.7525277315),1632.0000,71.6322,353
4039,POINT (631594.4578997896 4122508.3855394134),1144.0000,380131.1942,714
4040,POINT (567761.8929077516 4218817.037745741),1341.0000,143.7815,1230
4041,POINT (568347.2527438006 4219359.896805428),1626.0000,219.3433,1230
4042,POINT (568437.452263262 4218743.427374871),1325.0000,135.3251,1230
4043,POINT (569185.1273983488 4218838.002021161),1084.0000,182.9338,1230
4044,POINT (569708.8176682714 4218621.45342573),1196.0000,142.5039,1230
4045,POINT (568066.564736527 4220107.752158154),1736.0000,160.7017,1246
4046,POINT (569144.8470476684 4220766.303720966),2437.0000,484.9846,1246
4047,POINT (568856.7030002956 4220095.726089331),2505.0000,205.7022,1246
4048,POINT (571326.214303101 4221096.350269197),1699.0000,4188.2145,1246
4049,POINT (570237.929487038 4219776.144455002),2713.0000,484.9712,1246
4050,POINT (569213.2773610868 4218047.470655925),1562.0000,111.5328,1229
4051,POINT (569295.3547004098 4217716.015106507),942.0000,83.6232,1229
4052,POINT (569256.2630431147 4217413.873431457),1496.0000,138.2860,1229
4053,POINT (568064.0359002191 4218066.162836365),1091.0000,102.8472,1231
4054,POINT (567920.0872985944 4217533.986064305),1356.0000,116.1335,1231
4055,POINT (568416.4830011068 4217536.704469065),759.0000,52.5034,1231
4056,POINT (568006.5174065216 4217074.480882411),777.0000,62.3348,1227
4057,POINT (568130.5022874655 4216648.058774118),1359.0000,125.8407,1227
4058,POINT (567964.1196151428 4216285.740978944),951.0000,87.3832,1227
4059,POINT (569018.9614346939 4216970.858322721),928.0000,80.7610,1228
4060,POINT (568904.8968379324 4216279.453980525),1143.0000,245.5486,1228
4061,POINT (569840.0167384754 4216844.807466336),1488.0000,163.6427,1219
4062,POINT (570007.1096481978 4215903.320780302),1640.0000,308.4783,1219
4063,POINT (568457.3282595911 4215522.8634298565),1652.0000,218.7877,1221
4064,POINT (567742.3433636427 4214854.853345867),1939.0000,287.6799,1221
4065,POINT (567667.6633540962 4215763.510579477),1104.0000,88.9632,1221
4066,POINT (568194.2243875038 4214051.835029882),1826.0000,176.0314,1220
4067,POINT (568931.0043029509 4214486.068783201),1179.0000,233.7878,1220
4068,POINT (569812.4579351781 4215245.403342091),957.0000,167.4603,1220
4069,POINT (569944.7177811825 4214551.251464926),1350.0000,262.7928,1220
4070,POINT (566064.8450686468 4216222.413046076),1515.0000,560.3287,1223
4071,POINT (566902.8237451076 4215386.243336545),1447.0000,126.3428,1223
4072,POINT (566885.3234510175 4214854.937973743),1103.0000,117.7148,1222
4073,POINT (566363.1021062491 4215168.58617576),999.0000,100.3372,1222
4074,POINT (564716.7783460333 4217442.400021342),1220.0000,142.9765,1224
4075,POINT (565168.7378414456 4217185.196829358),1578.0000,96.8313,1224
4076,POINT (565966.6336451435 4217564.259803953),702.0000,60.8301,1225
4077,POINT (565745.2731278349 4217328.636396638),953.0000,51.4785,1225
4078,POINT (565920.2236093895 4217043.75458686),815.0000,67.3093,1225
4079,POINT (567045.9270291076 4216784.798143941),2421.0000,200.9455,1226
4080,POINT (566624.1650908586 4217045.870766347),850.0000,64.5133,1226
4081,POINT (566854.35719664 4218069.166837291),1288.0000,102.5453,1232
4082,POINT (566854.2852291863 4217724.315404889),985.0000,110.3851,1232
4083,POINT (567141.3144040153 4217469.882339432),788.0000,83.0462,1232
4084,POINT (566795.7203618304 4218441.419932155),806.0000,84.0439,1233
4085,POINT (567062.0778425663 4218736.625859419),1140.0000,121.4065,1233
4086,POINT (567057.4733624604 4219208.094732186),992.0000,104.4476,1233
4087,POINT (567265.8466128428 4220170.509103977),2112.0000,181.8957,1242
4088,POINT (566278.3331006521 4220038.431229124),1456.0000,159.4101,1242
4089,POINT (566412.5990149056 4219349.070892088),1789.0000,215.8346,1242
4090,POINT (565617.2712793876 4218956.278238829),836.0000,121.5610,1234
4091,POINT (565889.9177604733 4218358.764735707),1231.0000,127.9193,1234
4092,POINT (565819.2326560683 4217915.421233811),1488.0000,90.4808,1234
4093,POINT (565060.9975809933 4218377.402613525),781.0000,60.7598,1235
4094,POINT (564483.879489909 4218037.381067048),1578.0000,204.3227,1235
4095,POINT (564918.4065913118 4218805.678865246),1676.0000,133.6703,1236
4096,POINT (564016.1909754752 4218997.183572615),1696.0000,346.5670,1236
4097,POINT (563793.2214913568 4219492.680315229),931.0000,56.8487,1237
4098,POINT (564300.6835299843 4219696.436646047),1647.0000,86.2967,1237
4099,POINT (565164.0473209468 4220378.172333223),2538.0000,607.2379,1241
4100,POINT (564122.6259616988 4221116.370446995),738.0000,991.6755,1240
4101,POINT (565133.5546390378 4222694.300717875),1527.0000,97.9180,1240
4102,POINT (564839.1787402199 4222682.684212161),1290.0000,79.0796,1240
4103,POINT (564586.4822302356 4222781.859465495),1433.0000,69.4523,1240
4104,POINT (564274.1479338629 4222919.258344358),1244.0000,64.6330,1239
4105,POINT (563871.0468668465 4222876.337394308),1170.0000,70.1642,1239
4106,POINT (563198.4317155831 4222618.780655874),1241.0000,527.4076,1239
4107,POINT (567060.1538112425 4221388.231735416),1873.0000,550.4362,1243
4108,POINT (566984.8595462372 4220674.100083783),1015.0000,154.6564,1243
4109,POINT (566020.2982101 4220806.596292781),2184.0000,139.8181,1243
4110,POINT (566066.6838307473 4223129.874578979),1057.0000,72.0342,1244
4111,POINT (565760.4732074528 4222566.660138186),1824.0000,134.0753,1244
4112,POINT (566496.5251743742 4222690.178080805),983.0000,137.3354,1244
4113,POINT (566505.8291148902 4222043.922456945),1969.0000,153.0527,1244
4114,POINT (567976.4976652117 4222843.883596765),1160.0000,327.9457,1245
4115,POINT (567282.6329938447 4222558.451282727),1917.0000,154.2487,1245
4116,POINT (567774.8487724576 4222115.957152832),2231.0000,155.8105,1245
4117,POINT (573554.22311038 4211171.220193223),812.0000,239.3972,1212
4118,POINT (576257.0535657419 4217352.55421308),1670.0000,6677.1955,1211
4119,POINT (570703.2195528108 4218568.674302137),930.0000,95.9121,1218
4120,POINT (570808.9627009454 4217345.136640631),2487.0000,288.1249,1218
4121,POINT (570188.3999013649 4217936.974318027),1763.0000,168.5640,1218
4122,POINT (571597.5609693966 4216935.802601929),2111.0000,1114.9332,1217
4123,POINT (573448.3336586232 4216227.187793675),1482.0000,598.7471,1217
4124,POINT (574832.9973030804 4215952.9294448225),1943.0000,820.3812,1217
4125,POINT (572006.0623248942 4215439.325901276),2018.0000,427.1521,1216
