,Unnamed: 0,TAZ,district,county,Plan_Bay_A,geometry
0,0,1327,29,Sonoma,4,"MULTIPOLYGON (((-122.6654921364243 38.21415691222649, -122.665676313 38.21437691000009, -122.666790313 38.21552091000009, -122.667751313 38.21629191000009, -122.668713313 38.21748891, -122.669109313 38.21837391, -122.669292313 38.219152911, -122.669262314 38.21978591, -122.669033314 38.2216859110001, -122.669094314 38.222058911, -122.669414315 38.22241790999998, -122.670110315 38.2230219100001, -122.669890314 38.22317491100009, -122.669596314 38.2233799110001, -122.669313314 38.2235769110001, -122.667627314 38.22475391100011, -122.667128313 38.22510291100009, -122.664810313 38.22672191200011, -122.664129313 38.2271549120001, -122.663710314 38.2274219120001, -122.662310314 38.228421912, -122.659424314 38.2308149130001, -122.659109314 38.230786912, -122.659107313 38.230788912, -122.658845314 38.2346219120001, -122.658553314 38.234616913, -122.658023313 38.2346069120001, -122.657682314 38.2345999130001, -122.657298314 38.23459291199999, -122.656240313 38.2345729130001, -122.655289313 38.2345549130001, -122.653610312 38.234521913, -122.652510313 38.23442191200009, -122.651510313 38.23442191300009, -122.651010312 38.2344219140001, -122.650010313 38.234321913, -122.649210313 38.234321913, -122.648449313 38.234321913, -122.647810312 38.234321913, -122.646810312 38.234321913, -122.645910312 38.23432191400009, -122.645510312 38.234021913, -122.644910312 38.233621914, -122.644425311 38.2332449130001, -122.644010311 38.232921914, -122.643010311 38.23222191299999, -122.642109311 38.23162191400011, -122.641917311 38.23138291300009, -122.641749311 38.231275913, -122.64070931 38.23082191400001, -122.639509311 38.23042191399998, -122.63840931 38.230021913, -122.639309311 38.2285219130001, -122.63930931 38.228421913, -122.639909311 38.22752191299998, -122.64070931 38.226321913, -122.64110931 38.225721913, -122.64180931 38.22452191200009, -122.64210931 38.2240219130001, -122.64230931 38.2237219130001, -122.64270931 38.223021913, -122.64284831 38.222318913, -122.64293931 38.222097912, -122.64309231 38.221936912, -122.64300931 38.22172191200008, -122.64307731 38.2211819130001, -122.64322931 38.22054091299999, -122.64365731 38.2200149120001, -122.644175309 38.21949591200009, -122.644664309 38.218854912, -122.64484731 38.218221913, -122.644824309 38.218131912, -122.644709309 38.2176729120001, -122.64434331 38.217168912, -122.64379431 38.21656591200011, -122.643306309 38.216146913, -122.643119308 38.2159399120001, -122.642817309 38.2156049120001, -122.642697309 38.215407912, -122.642417308 38.21494891200009, -122.642329308 38.214803912, -122.642070309 38.21425491200009, -122.641978309 38.2138119110001, -122.641809309 38.21322191200011, -122.642268309 38.21278991200008, -122.642802309 38.212194912, -122.643288309 38.211471912, -122.643351308 38.211377912, -122.643916309 38.2109659120001, -122.644633308 38.2107599120001, -122.645098309 38.2107009110001, -122.645656309 38.2106309110001, -122.646296309 38.21040891100011, -122.646815309 38.21014191100009, -122.647090308 38.20965391100001, -122.646708309 38.2091729110001, -122.646098309 38.208478911, -122.645564309 38.2080599120001, -122.645274308 38.2077699110001, -122.645083309 38.20740391099999, -122.644908309 38.20706791100001, -122.644465308 38.2063509110001, -122.644145308 38.20570191100011, -122.643550308 38.2052749110001, -122.642970308 38.20493891100008, -122.642720308 38.2046669110001, -122.642604308 38.204541911, -122.642344307 38.20414591100009, -122.642054307 38.20360391100009, -122.6417699872981 38.20327666447653, -122.6447728162036 38.19849878457845, -122.646373308 38.1980499110001, -122.648127307 38.197759911, -122.649913308 38.19763791, -122.651427308 38.1974249100001, -122.651530308 38.19740991, -122.653453308 38.1973259100001, -122.654135309 38.19738291, -122.654609309 38.1974229100001, -122.655070309 38.19727291, -122.65757431 38.19568590900011, -122.658153309 38.195296909, -122.659664309 38.1927789100001, -122.660122308 38.19229790800009, -122.660870309 38.19158090900001, -122.661617309 38.1913219090001, -122.662212309 38.19113890799999, -122.662579308 38.19097790900001, -122.66271031 38.190822908, -122.662884309 38.1906649090001, -122.663021309 38.190458908, -122.663113308 38.1902919090001, -122.664310309 38.18772290800009, -122.664593309 38.187941908, -122.665356309 38.188429908, -122.66621031 38.188704908, -122.666698309 38.189375909, -122.66749231 38.18981890800011, -122.66836231 38.1898869080001, -122.669384309 38.1900629080001, -122.66993331 38.189985908, -122.67077231 38.189711908, -122.671566311 38.1899329080001, -122.67206931 38.18979590700009, -122.673077311 38.18984190700011, -122.673489311 38.189558908, -122.67429731 38.189398908, -122.67504531 38.1891629080001, -122.675716311 38.18923090700009, -122.676342312 38.18963590800011, -122.676754311 38.18968090800009, -122.6777886223435 38.18977631495566, -122.6722187554117 38.19539053093538, -122.659918609595 38.21497253879561, -122.6629061414429 38.21605070869148, -122.6654921364243 38.21415691222649)), ((-122.6917597299887 38.19491155956096, -122.692166314 38.194990906, -122.693036314 38.195143907, -122.693927315 38.19520090700011, -122.694030315 38.1952079070001, -122.694211313 38.195219906, -122.695142315 38.1952279070001, -122.695767315 38.195326907, -122.696378314 38.195334906, -122.696729315 38.19559390600009, -122.697339315 38.1958379070001, -122.698056315 38.1961279060001, -122.698697315 38.196341907, -122.699567314 38.196409907, -122.700009315 38.196280906, -122.700253316 38.19600590600001, -122.701215315 38.196142906, -122.701642316 38.196654906, -122.702039316 38.19718890600009, -122.702512315 38.197714906, -122.702908316 38.19786790600009, -122.703397317 38.1979059060001, -122.703900316 38.1980889060001, -122.704311316 38.1985229060001, -122.703543316 38.19943990700009, -122.702347316 38.2007409070001, -122.701855316 38.201324906, -122.701332315 38.20194490600009, -122.700085315 38.203275907, -122.699236317 38.20414690700011, -122.698205317 38.20499190700009, -122.697796316 38.205411907, -122.697263316 38.2060159070001, -122.696851317 38.206511907, -122.695249317 38.208318907, -122.694638316 38.20876090700011, -122.694058315 38.20905090800011, -122.693479316 38.209119908, -122.692792316 38.20902090800009, -122.692273316 38.2088149080001, -122.689755315 38.207639908, -122.689221315 38.2073349080001, -122.688657314 38.206937908, -122.688260314 38.2065489080001, -122.687970315 38.20620590800009, -122.687589315 38.205839908, -122.687192314 38.20562690800009, -122.686688315 38.20554290800001, -122.685811314 38.205522908, -122.683629315 38.205521908, -122.683511314 38.205521908, -122.681811313 38.2056219080001, -122.681194314 38.205793908, -122.680645313 38.2057549080001, -122.680218314 38.2057709090001, -122.679562313 38.205854908, -122.679110313 38.205921909, -122.678371314 38.2063049080001, -122.677710313 38.206621909, -122.677227313 38.2067469090001, -122.676647313 38.2069689090001, -122.673822313 38.20843191000009, -122.673290312 38.20870790900009, -122.672588312 38.2090819090001, -122.6722370786598 38.20921666674433, -122.6917597299887 38.19491155956096)), ((-122.6415000238521 38.20291514876116, -122.641322307 38.20261991100009, -122.641200307 38.2018869120001, -122.640895308 38.201253911, -122.640864307 38.20039991099998, -122.641032307 38.19986591100011, -122.641658307 38.199453911, -122.6423493681935 38.19921787636909, -122.6415000238521 38.20291514876116)))"
1,1,1331,29,Sonoma,4,"MULTIPOLYGON (((-122.63170931 38.24292091500011, -122.632500311 38.2420439150001, -122.633409312 38.24102091499999, -122.634209311 38.240120915, -122.635209312 38.23912091500011, -122.636009311 38.238120915, -122.636509311 38.237620914, -122.636851311 38.23724891500009, -122.636973311 38.23715691399999, -122.63706531 38.237110914, -122.637209312 38.237020914, -122.637609311 38.236920915, -122.638109311 38.236720914, -122.638909312 38.23642091400009, -122.639109312 38.23642091400009, -122.639509311 38.236320914, -122.640109311 38.236120914, -122.640294311 38.2360589140001, -122.640409312 38.23602091400009, -122.640746311 38.23592491400011, -122.641110312 38.235820914, -122.641565312 38.235668914, -122.642010311 38.2355209140001, -122.642469312 38.23536791400009, -122.642910312 38.235220913, -122.643810311 38.234920914, -122.644313311 38.234769913, -122.644810311 38.2346209130001, -122.644878312 38.234745914, -122.644894312 38.23483791400001, -122.645110312 38.235220913, -122.645321313 38.235561913, -122.645534312 38.23585191400011, -122.645710312 38.23622091400009, -122.646610312 38.23782091300011, -122.647110313 38.238820914, -122.647710313 38.239720913, -122.648210313 38.240620913, -122.648810314 38.2418209140001, -122.649151314 38.242550914, -122.649364314 38.243122914, -122.649532313 38.24371791400009, -122.649761313 38.244358914, -122.649910313 38.244920914, -122.649074313 38.244877914, -122.648761314 38.24490191500011, -122.648510313 38.244920914, -122.648406313 38.24492091399998, -122.648118313 38.244920914, -122.647664314 38.244920914, -122.646710314 38.244920914, -122.646136314 38.244920914, -122.645910313 38.24492091500009, -122.644710313 38.24492091500009, -122.644883313 38.245612915, -122.645110313 38.246520914, -122.645473313 38.247622914, -122.645534314 38.24780791500011, -122.645557314 38.247892914, -122.645748314 38.2486009150001, -122.645910314 38.248920915, -122.646068314 38.249218915, -122.646374313 38.24960791500011, -122.646710314 38.249920914, -122.646945313 38.250276915, -122.647350314 38.25088991500009, -122.647615314 38.2512379140001, -122.647716315 38.2513709150001, -122.648205314 38.25197291400009, -122.648250315 38.25202491500009, -122.648262314 38.25203791500009, -122.648510314 38.252320915, -122.648931314 38.2527119150001, -122.649069314 38.25283691500002, -122.649227315 38.252979914, -122.649610314 38.25332091500011, -122.649792315 38.2537129150001, -122.649939314 38.253898915, -122.650173315 38.254192915, -122.650555315 38.2545899150001, -122.650967315 38.2549029140001, -122.651379315 38.2551929150001, -122.651745316 38.2554449150001, -122.652054315 38.2556269140001, -122.652340315 38.25579591399999, -122.652889316 38.256153915, -122.653469315 38.2565429140001, -122.654034315 38.257053915, -122.654139316 38.257120915, -122.654610316 38.25742091500009, -122.654934316 38.2576949140001, -122.655265316 38.25785391400009, -122.655712316 38.258068915, -122.655829317 38.258116914, -122.656444316 38.25836691400009, -122.656532317 38.258402915, -122.657192316 38.258671914, -122.657955317 38.259014914, -122.658596317 38.2592519140001, -122.659313317 38.25948091499998, -122.659680317 38.259624914, -122.660091316 38.2597859150001, -122.660510317 38.2597209140001, -122.660458317 38.260136914, -122.660442318 38.2606709140001, -122.660458317 38.2610679140001, -122.660510317 38.261220915, -122.660519318 38.26134191400009, -122.660595317 38.261662915, -122.660483318 38.2619759150001, -122.660442317 38.262089915, -122.660198317 38.2624709150001, -122.659771318 38.2629599150001, -122.659510317 38.2633209150001, -122.659410318 38.263520914, -122.659206318 38.26369191400001, -122.659110317 38.2638209150001, -122.658381318 38.2634409140001, -122.657732316 38.263080915, -122.656151317 38.2621729150001, -122.654049316 38.26098391500009, -122.653529316 38.26068691500009, -122.647121315 38.257031915, -122.644207315 38.255421916, -122.643810315 38.25522091500009, -122.643410314 38.255020915, -122.643078315 38.254841916, -122.640310314 38.25342091599999, -122.636791312 38.2515839160001, -122.634209312 38.25032091600009, -122.633409312 38.2499209150001, -122.630609311 38.2484209150001, -122.627822311 38.247052916, -122.629009311 38.245720915, -122.629498311 38.24522591600001, -122.629665311 38.24507691600011, -122.629909311 38.244820916, -122.630909311 38.24382091500009, -122.63170931 38.24292091500011)))"
2,2,1330,29,Sonoma,4,"MULTIPOLYGON (((-122.657657315 38.2460359140001, -122.658510315 38.24612091400008, -122.659010315 38.246220914, -122.660410315 38.246520913, -122.660303316 38.24673491300009, -122.660210315 38.2469209130001, -122.660170316 38.24712291300008, -122.659974315 38.2481019140001, -122.659949316 38.2482259130001, -122.659730316 38.24931891400009, -122.659610315 38.249920914, -122.659491316 38.25024991300008, -122.659426315 38.25042791400009, -122.659298316 38.2507829130001, -122.659161316 38.251114914, -122.658962316 38.2515989140001, -122.658902316 38.251739914, -122.658846316 38.2518699140001, -122.658640316 38.252350914, -122.658596316 38.25245391400011, -122.658400315 38.252998914, -122.658352316 38.253132914, -122.658226316 38.253385914, -122.658110316 38.25362091400011, -122.658006316 38.2538919130001, -122.657970316 38.2539869140001, -122.657803316 38.254353914, -122.657453317 38.25481491400011, -122.657375316 38.254917914, -122.656994316 38.255367914, -122.656645316 38.255721914, -122.656475316 38.2558949140001, -122.656139316 38.25626891400001, -122.655743316 38.2565659150001, -122.655361315 38.25686391400011, -122.654810316 38.2572209150001, -122.654713316 38.2573179140001, -122.654610316 38.25742091500009, -122.654139316 38.257120915, -122.654034315 38.257053915, -122.653469315 38.2565429140001, -122.652889316 38.256153915, -122.652340315 38.25579591399999, -122.652054315 38.2556269140001, -122.651745316 38.2554449150001, -122.651379315 38.2551929150001, -122.650967315 38.2549029140001, -122.650555315 38.2545899150001, -122.650173315 38.254192915, -122.649939314 38.253898915, -122.649792315 38.2537129150001, -122.649610314 38.25332091500011, -122.649227315 38.252979914, -122.649069314 38.25283691500002, -122.648931314 38.2527119150001, -122.648510314 38.252320915, -122.648262314 38.25203791500009, -122.648250315 38.25202491500009, -122.648205314 38.25197291400009, -122.647716315 38.2513709150001, -122.647615314 38.2512379140001, -122.647350314 38.25088991500009, -122.646945313 38.250276915, -122.646710314 38.249920914, -122.646374313 38.24960791500011, -122.646068314 38.249218915, -122.645910314 38.248920915, -122.645748314 38.2486009150001, -122.645557314 38.247892914, -122.645534314 38.24780791500011, -122.645473313 38.247622914, -122.645110313 38.246520914, -122.644883313 38.245612915, -122.644710313 38.24492091500009, -122.645910313 38.24492091500009, -122.646136314 38.244920914, -122.646710314 38.244920914, -122.647664314 38.244920914, -122.648118313 38.244920914, -122.648406313 38.24492091399998, -122.648510313 38.244920914, -122.648761314 38.24490191500011, -122.649074313 38.244877914, -122.649910313 38.244920914, -122.649761313 38.244358914, -122.649532313 38.24371791400009, -122.649364314 38.243122914, -122.649151314 38.242550914, -122.648810314 38.2418209140001, -122.648210313 38.240620913, -122.647710313 38.239720913, -122.647110313 38.238820914, -122.646610312 38.23782091300011, -122.645710312 38.23622091400009, -122.645534312 38.23585191400011, -122.645321313 38.235561913, -122.645110312 38.235220913, -122.644894312 38.23483791400001, -122.644878312 38.234745914, -122.644810311 38.2346209130001, -122.645910312 38.23432191400009, -122.646810312 38.234321913, -122.647810312 38.234321913, -122.648449313 38.234321913, -122.649210313 38.234321913, -122.650010313 38.234321913, -122.651010312 38.2344219140001, -122.651510313 38.23442191300009, -122.652510313 38.23442191200009, -122.653610312 38.234521913, -122.655289313 38.2345549130001, -122.656240313 38.2345729130001, -122.657298314 38.23459291199999, -122.657682314 38.2345999130001, -122.658023313 38.2346069120001, -122.658553314 38.234616913, -122.658845314 38.2346219120001, -122.659839314 38.234665912, -122.659946314 38.2346709120001, -122.660865315 38.234710912, -122.661110314 38.234721913, -122.661144314 38.23512091300009, -122.661053314 38.2358229120001, -122.660915315 38.23698991200009, -122.660717314 38.23793591300009, -122.660560314 38.238530913, -122.660510314 38.2387209130001, -122.660410314 38.2390209120001, -122.660310315 38.239320913, -122.660210314 38.2394209130001, -122.660072314 38.240018913, -122.659699314 38.2416349120001, -122.659656314 38.241820913, -122.659610314 38.242020913, -122.658821315 38.241880913, -122.658564315 38.241835913, -122.657910315 38.24172091300011, -122.657467314 38.243839914, -122.657299315 38.2440539130001, -122.657177315 38.2441459130001, -122.656933315 38.244244913, -122.656810314 38.2443209140001, -122.656689315 38.244381913, -122.656429314 38.2445579130001, -122.656310315 38.24472091299999, -122.655910315 38.2459209140001, -122.657310316 38.246020914, -122.657510315 38.246020914, -122.657657315 38.2460359140001)))"
3,3,1383,30,Sonoma,5,"MULTIPOLYGON (((-122.8910609120917 38.40780528899253, -122.8923942187311 38.41116155851935, -122.8919936847385 38.41466381614577, -122.889920055592 38.41777885817816, -122.8864888884197 38.4200323720985, -122.8822225899307 38.42108119063048, -122.877770859809 38.42076558872095, -122.8738116658907 38.41913363068416, -122.8709478935606 38.41643384300421, -122.8624121212542 38.40411167397546, -122.8567823292966 38.40500811380694, -122.8568406525542 38.40523777230365, -122.8567536135524 38.40558369122034, -122.855197364 38.4055379120001, -122.854517363 38.4055179110001, -122.852017362 38.40411791100009, -122.850617362 38.403317912, -122.848916362 38.39931891200009, -122.848813362 38.399086911, -122.848116362 38.39751891100009, -122.850017362 38.39731891100011, -122.850717362 38.39681891, -122.851108362 38.39677691, -122.851428362 38.39669291100009, -122.851794363 38.39671591100009, -122.852717362 38.39691891100009, -122.853168362 38.39709791000009, -122.854417363 38.39701891, -122.854717363 38.39691891100009, -122.855917362 38.39681891, -122.857617363 38.39661891100009, -122.860817363 38.3964189100001, -122.861217363 38.3960189100001, -122.861926364 38.39519791, -122.862781364 38.39461791000009, -122.864017364 38.3947189100001, -122.866000364 38.39507591000011, -122.866702364 38.3958849100001, -122.866901364 38.396082909, -122.867084364 38.3961519100001, -122.867317364 38.39621891000009, -122.868106364 38.39576291, -122.868366365 38.39562491, -122.869317364 38.39541890900009, -122.871218365 38.3949189100001, -122.872639365 38.394548909, -122.873518364 38.3947189090001, -122.874806365 38.39442690900011, -122.875645366 38.39346590800011, -122.875767365 38.393244909, -122.875920365 38.393175909, -122.876118365 38.393069908, -122.877015366 38.3928719080001, -122.877131365 38.39278090900009, -122.877655365 38.392743909, -122.878091366 38.39271290900011, -122.878440366 38.3926209090001, -122.879081366 38.39195790800009, -122.879605366 38.39154590900009, -122.880623366 38.39147790900009, -122.881321365 38.39129490800011, -122.881350366 38.391157908, -122.881408366 38.3911199080001, -122.882223366 38.390585908, -122.883154366 38.390562908, -122.884346366 38.3903809080001, -122.885190365 38.39001490700011, -122.885336366 38.3897629080001, -122.885889366 38.389396907, -122.887110366 38.3890089070001, -122.888872367 38.388771907, -122.889147367 38.3887349070001, -122.889496367 38.38845990699998, -122.889816367 38.387979907, -122.890720366 38.3849349070001, -122.891185366 38.383973907, -122.891535366 38.38360790700009, -122.891739367 38.3835619070001, -122.892059366 38.3831499070001, -122.892089366 38.382989906, -122.892234365 38.382966907, -122.893107366 38.382372907, -122.894445366 38.381708906, -122.896220366 38.3804969070001, -122.896278366 38.380244906, -122.896482366 38.380129906, -122.896540366 38.379969906, -122.896976366 38.3796729060001, -122.898140366 38.37919190600011, -122.898227366 38.3790549060001, -122.898372366 38.3790319060001, -122.899623367 38.3782769060001, -122.901338368 38.37999490599999, -122.901367368 38.380154906, -122.901687368 38.38040690600009, -122.902995367 38.38191790500009, -122.903023368 38.382833906, -122.902732368 38.38393290500009, -122.902753368 38.38455490700009, -122.902761368 38.3847799060001, -122.902977368 38.38529190600009, -122.902993368 38.385328907, -122.903516368 38.3861069060001, -122.903487368 38.38658790600001, -122.903283368 38.3872289060001, -122.9032744525969 38.38729870605384, -122.8842913454028 38.39803709488193, -122.8910609120917 38.40780528899253)), ((-122.8645165145256 38.42761712620565, -122.8672297391646 38.42741860508222, -122.9325931005403 38.40857363481986, -122.9342029555928 38.40767398446139, -122.9339054551395 38.40740920427253, -122.934809375 38.4077219060001, -122.935740376 38.40875290499999, -122.935740376 38.4090039050001, -122.935624375 38.40916490600011, -122.935333376 38.4102409060001, -122.935129376 38.41067490500009, -122.934634376 38.411224905, -122.934576376 38.412368906, -122.934401376 38.41312490600009, -122.934460376 38.413513906, -122.935129377 38.4145669060001, -122.936176376 38.415390906, -122.936147376 38.41555090600009, -122.935769377 38.41564290600011, -122.934605377 38.41552890600009, -122.934081376 38.4155739060001, -122.934023377 38.4158949060001, -122.934401377 38.416374907, -122.934954377 38.4170159060001, -122.934954376 38.41715990600009, -122.934954378 38.417679907, -122.934576377 38.41873290600009, -122.931142376 38.41884790600009, -122.931084377 38.4239519070001, -122.931142378 38.4264249070001, -122.931112377 38.428713907, -122.931141378 38.42955990700009, -122.931170377 38.431253908, -122.931316378 38.431413908, -122.931257378 38.4318029080001, -122.930966379 38.4320779070001, -122.930152377 38.4323759070001, -122.929540378 38.43324490800008, -122.929453378 38.4334969080001, -122.929482377 38.433794907, -122.929569378 38.433840908, -122.929540378 38.435076908, -122.928900378 38.436472908, -122.929016378 38.4373429080001, -122.928947378 38.43741790800001, -122.928854378 38.4379439080001, -122.928671378 38.43842490800009, -122.928412378 38.4388219080001, -122.927924379 38.439149908, -122.927710378 38.4394629080001, -122.927817378 38.439828909, -122.928076379 38.440072908, -122.928412378 38.44007290799998, -122.928720378 38.4400179080001, -122.928946378 38.44004290800009, -122.929404378 38.440080908, -122.929755379 38.4402869080001, -122.929984378 38.44064490900008, -122.930090378 38.440995908, -122.929922378 38.4413699080001, -122.929633379 38.44139290800009, -122.929221379 38.44143090900008, -122.928992378 38.4415459080001, -122.929236379 38.44168290900009, -122.929572379 38.4418809090001, -122.92978538 38.44208690800009, -122.929709379 38.44231590900011, -122.929602379 38.44251390800009, -122.929175379 38.4428729090001, -122.929039379 38.443002908, -122.928793378 38.44323890900009, -122.92874838 38.443681908, -122.92882438 38.444283908, -122.928717379 38.444642909, -122.928427379 38.445054908, -122.928198379 38.44538290800009, -122.92792438 38.4457109090001, -122.927634379 38.446336909, -122.92743538 38.44674890900011, -122.927176379 38.4471299090001, -122.926947379 38.447366909, -122.926489379 38.44754191, -122.926169379 38.447503909, -122.925720379 38.4474179090001, -122.925513379 38.44741290999998, -122.924796379 38.44726790900009, -122.923743379 38.4470229090001, -122.922842379 38.446755909, -122.922141379 38.446687909, -122.921637378 38.44651991000009, -122.920934378 38.4461379090001, -122.920568378 38.4456199090001, -122.920308378 38.44486391, -122.919973377 38.444444909, -122.919484378 38.444375909, -122.919409377 38.44438290900009, -122.918798378 38.44443691, -122.918519378 38.444417909, -122.918203377 38.44440691000009, -122.917669378 38.444283909, -122.917165378 38.44407791, -122.916753377 38.44391090900011, -122.916112377 38.44396391, -122.915639377 38.44410090999999, -122.915182377 38.44416990999999, -122.914525376 38.44414691, -122.913808377 38.44432991000011, -122.913228376 38.44445190900009, -122.912496377 38.44446791000011, -122.911733377 38.44449791000011, -122.911199376 38.44468891, -122.910817376 38.44494791000011, -122.910497377 38.4452309110001, -122.910299376 38.4454289110001, -122.910100376 38.4453909100001, -122.909917377 38.445107911, -122.909719377 38.44477291, -122.909444377 38.44442191000011, -122.908941376 38.444367911, -122.908519376 38.4444179110001, -122.904019376 38.4444179110001, -122.901819374 38.44441791, -122.896718373 38.444517911, -122.892318374 38.444517911, -122.887818373 38.444517911, -122.887165373 38.4426439120001, -122.886952373 38.4425219120001, -122.886601373 38.4425219120001, -122.884818372 38.4430179120001, -122.882878372 38.4433409120001, -122.877017372 38.44431791300008, -122.876117371 38.444117912, -122.872717371 38.444917913, -122.871917372 38.44501791300009, -122.86741737 38.4457179130001, -122.86651737 38.445817914, -122.861817369 38.4465169150001, -122.861317369 38.446716913, -122.86141737 38.4473169140001, -122.86151737 38.44981691400011, -122.861517371 38.45071691400011, -122.854216369 38.4508169150001, -122.853816369 38.4508169150001, -122.853116369 38.45081691500009, -122.852491369 38.450836915, -122.846816368 38.451016915, -122.845416367 38.45111691500009, -122.842516368 38.45151691600011, -122.840516367 38.45171691600009, -122.837516366 38.45211691600009, -122.834815367 38.4524169170001, -122.834415366 38.4514169170001, -122.836616366 38.44691691600009, -122.838416366 38.44541691600011, -122.8384544854611 38.44232945397223, -122.8391389431082 38.44229728357031, -122.8443852864377 38.43625609877111, -122.8380726150552 38.42623831066685, -122.838366364 38.4263019150001, -122.838516364 38.42631791399999, -122.838656363 38.42643891400011, -122.838910363 38.426634914, -122.839586364 38.427155914, -122.840235364 38.427577915, -122.840349364 38.42765191400009, -122.840960364 38.4278199140001, -122.841416364 38.4278179140001, -122.842516364 38.4273179140001, -122.848316364 38.4257179140001, -122.849116365 38.425717913, -122.858817366 38.424817912, -122.8621258952326 38.42382536610598, -122.8645165145256 38.42761712620565), (-122.8995607217373 38.43729964192651, -122.9175481317927 38.43814818409869, -122.9202167885767 38.4313436416106, -122.8995607217373 38.43729964192651)), ((-122.8318464320809 38.43068120483996, -122.829915363 38.4304179160001, -122.8298486606049 38.42964048211638, -122.8318464320809 38.43068120483996)), ((-122.8355583684463 38.43407827361958, -122.835216364 38.434017915, -122.8350600551922 38.43349690394759, -122.8355583684463 38.43407827361958)))"
